cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year
02B,02B001898,2B086,CENTURI,02B001896,RESERVOIR TRELO,100 %,02B00100729,2021-02-08,09h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,C,N,2,2021
02B,02B001898,2B086,CENTURI,02B001896,RESERVOIR TRELO,100 %,02B00102655,2021-04-22,06h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée. Carbone Organique Total hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,N,N,4,2021
02B,02B001898,2B086,CENTURI,,,,02B00102656,2021-06-17,08h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,N,C,N,C,6,2021
02B,02B001898,2B086,CENTURI,,,,02B00103778,2021-09-13,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée. Présence de bactéries sulfito-réductrices.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,N,N,9,2021
02B,02B001898,2B086,CENTURI,,,,02B00105432,2021-11-22,08h40,Eau d'alimentation non-conforme aux exigences de qualité. Antimoine hors norme. Présence de bactéries sulfito-réductrices. Turbidité hors norme,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,N,N,N,11,2021
02B,02B001899,2B086,CENTURI,02B001897,RESERVOIR PALOMBESE,100 %,02B00100445,2021-02-08,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,C,N,2,2021
02B,02B001899,2B086,CENTURI,,,,02B00102657,2021-04-22,06h20,Eau d'alimentation non-conforme aux exigences de qualité. Antimoine hors norme. Eau fortement minéralisée. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,N,C,N,4,2021
02B,02B001899,2B086,CENTURI,02B001897,RESERVOIR PALOMBESE,100 %,02B00103777,2021-09-13,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,C,N,9,2021
02B,02B001899,2B086,CENTURI,,,,02B00103779,2021-06-17,08h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,N,C,N,N,6,2021
02B,02B001899,2B086,CENTURI,,,,02B00105433,2021-11-22,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée. La teneur en chlore libre est insuffisante.,CENTURI,MAIRIE DE CENTURI,MAIRIE DE CENTURI,C,C,C,N,11,2021
02B,02B001904,2B329,TRALONCA,02B001902,RESERVOIR TRALONCA,100 %,02B00103103,2021-02-16,07h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,N,N,2,2021
02B,02B001904,2B329,TRALONCA,,,,02B00103107,2021-04-13,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,N,N,4,2021
02B,02B001904,2B329,TRALONCA,02B001902,RESERVOIR TRALONCA,100 %,02B00104196,2021-07-19,07h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,C,N,7,2021
02B,02B001904,2B329,TRALONCA,02B001902,RESERVOIR TRALONCA,100 %,02B00104198,2021-11-29,07h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Aluminium hors norme. Carbone Organique Total hors norme. Eau agressive.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,N,C,N,N,11,2021
02B,02B001904,2B329,TRALONCA,,,,02B00104200,2021-06-02,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,C,C,6,2021
02B,02B001905,2B329,TRALONCA,02B001903,RESERVOIR BISTUGLIO,100 %,02B00103102,2021-04-28,10h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,C,C,4,2021
02B,02B001905,2B329,TRALONCA,,,,02B00104197,2021-07-13,09h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,C,C,C,N,7,2021
02B,02B001905,2B329,TRALONCA,,,,02B00105651,2021-10-20,09h00,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,TRALONCA,MAIRIE DE TRALONCA,MAIRIE DE TRALONCA,N,C,C,C,10,2021
02B,02B001909,2B344,VERDESE,02B001908,RESERVOIR VERDESE,100 %,02B00103152,2021-03-29,06h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VERDESE,MAIRIE DE VERDESE,MAIRIE DE VERDESE,C,C,C,N,3,2021
02B,02B001909,2B344,VERDESE,,,,02B00104235,2021-09-09,06h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VERDESE,MAIRIE DE VERDESE,MAIRIE DE VERDESE,C,C,C,N,9,2021
02B,02B001909,2B344,VERDESE,,,,02B00105675,2021-10-20,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VERDESE,MAIRIE DE VERDESE,MAIRIE DE VERDESE,C,C,C,N,10,2021
02B,02B001916,2B036,BIGORNO,02B001914,RESERVOIR SAMARCELLO,100 %,02B00103191,2021-03-29,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Eau faiblement minéralisée.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,3,2021
02B,02B001916,2B036,BIGORNO,,,,02B00103195,2021-02-17,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,2,2021
02B,02B001916,2B036,BIGORNO,02B001914,RESERVOIR SAMARCELLO,100 %,02B00104267,2021-05-18,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,5,2021
02B,02B001916,2B036,BIGORNO,,,,02B00104271,2021-07-20,08h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,N,C,N,C,7,2021
02B,02B001916,2B036,BIGORNO,,,,02B00105694,2021-09-29,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,9,2021
02B,02B001917,2B036,BIGORNO,02B001915,RESERVOIR TEGHIE-SERIANI,100 %,02B00103192,2021-03-29,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,3,2021
02B,02B001917,2B036,BIGORNO,,,,02B00103194,2021-02-17,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,2,2021
02B,02B001917,2B036,BIGORNO,02B001915,RESERVOIR TEGHIE-SERIANI,100 %,02B00104268,2021-05-18,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,5,2021
02B,02B001917,2B036,BIGORNO,,,,02B00104270,2021-07-20,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,7,2021
02B,02B001917,2B036,BIGORNO,,,,02B00105693,2021-09-29,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,9,2021
02B,02B001929,2B079,CASTELLO-DI-ROSTINO,02B001924,RESERVOIR PASTURECCIA,50 %,02B00102634,2021-03-04,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,N,3,2021
02B,02B001929,2B079,CASTELLO-DI-ROSTINO,,,,02B00105425,2021-10-13,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,10,2021
02B,02B001931,2B079,CASTELLO-DI-ROSTINO,02B001926,RESERVOIR GUSTALBIO BAS,100 %,02B00102635,2021-03-04,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,3,2021
02B,02B001931,2B079,CASTELLO-DI-ROSTINO,,,,02B00102638,2021-04-21,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,4,2021
02B,02B001931,2B079,CASTELLO-DI-ROSTINO,,,,02B00103762,2021-07-01,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,7,2021
02B,02B001931,2B079,CASTELLO-DI-ROSTINO,,,,02B00105423,2021-10-13,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,10,2021
02B,02B001932,2B079,CASTELLO-DI-ROSTINO,02B001927,RESERVOIR FRASSO,100 %,02B00102632,2021-03-04,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,N,3,2021
02B,02B001932,2B079,CASTELLO-DI-ROSTINO,,,,02B00103766,2021-07-01,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,7,2021
02B,02B001932,2B079,CASTELLO-DI-ROSTINO,,,,02B00105426,2021-10-13,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,10,2021
02B,02B001933,2B079,CASTELLO-DI-ROSTINO,02B001928,RESERVOIR PONTE NUOVO 1,100 %,02B00100712,2021-01-27,10h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,N,1,2021
02B,02B001933,2B079,CASTELLO-DI-ROSTINO,02B001928,RESERVOIR PONTE NUOVO 1,100 %,02B00102636,2021-03-04,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,3,2021
02B,02B001933,2B079,CASTELLO-DI-ROSTINO,,,,02B00102637,2021-04-21,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,4,2021
02B,02B001933,2B079,CASTELLO-DI-ROSTINO,,,,02B00103761,2021-07-06,09h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,N,C,N,N,7,2021
02B,02B001933,2B079,CASTELLO-DI-ROSTINO,,,,02B00105422,2021-10-13,10h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,MAIRIE DE CASTELLO DI ROSTINO,C,C,C,C,10,2021
02B,02B001938,2B341,VENACO,02B001937,RESERVOIR CAMPO VECCHI,100 %,02B00103131,2021-03-31,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,3,2021
02B,02B001938,2B341,VENACO,,,,02B00103132,2021-02-22,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,2,2021
02B,02B001938,2B341,VENACO,,,,02B00103133,2021-04-28,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,4,2021
02B,02B001938,2B341,VENACO,,,,02B00104221,2021-06-07,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,6,2021
02B,02B001938,2B341,VENACO,,,,02B00104222,2021-09-14,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,9,2021
02B,02B001938,2B341,VENACO,,,,02B00105665,2021-10-19,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VENACO,MAIRIE DE VENACO,MAIRIE DE VENACO,C,C,C,N,10,2021
02B,02B001945,2B261,ROGLIANO,02B001944,RESERVOIR VIGNALE,100 %,02B00102973,2021-02-23,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2021
02B,02B001945,2B261,ROGLIANO,,,,02B00102978,2021-04-06,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2021
02B,02B001945,2B261,ROGLIANO,02B001944,RESERVOIR VIGNALE,100 %,02B00104009,2021-07-12,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,7,2021
02B,02B001945,2B261,ROGLIANO,,,,02B00104013,2021-05-25,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2021
02B,02B001945,2B261,ROGLIANO,,,,02B00105584,2021-10-04,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,10,2021
02B,02B001950,2B261,ROGLIANO,02B001949,RESERVOIR OLIVO,100 %,02B00102971,2021-02-23,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2021
02B,02B001950,2B261,ROGLIANO,,,,02B00102977,2021-04-06,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2021
02B,02B001950,2B261,ROGLIANO,02B001949,RESERVOIR OLIVO,100 %,02B00104007,2021-07-12,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,7,2021
02B,02B001950,2B261,ROGLIANO,,,,02B00104012,2021-05-25,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2021
02B,02B001950,2B261,ROGLIANO,,,,02B00105583,2021-10-04,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,10,2021
02B,02B001960,2B261,ROGLIANO,02B001949,RESERVOIR OLIVO,50 %,02B00102971,2021-02-23,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2021
02B,02B001960,2B261,ROGLIANO,02B001959,RESERVOIR SAINT PANCRACE,50 %,02B00102972,2021-05-03,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00102974,2021-02-23,06h15,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Antimoine hors norme,OEHC,OEHC,OEHC,C,N,C,C,2,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00102975,2021-04-06,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00102976,2021-04-22,05h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,OEHC,OEHC,OEHC,C,C,C,C,4,2021
02B,02B001960,2B261,ROGLIANO,02B001949,RESERVOIR OLIVO,50 %,02B00104007,2021-07-12,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,7,2021
02B,02B001960,2B261,ROGLIANO,02B001959,RESERVOIR SAINT PANCRACE,50 %,02B00104008,2021-07-12,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,7,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00104010,2021-05-25,07h45,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Antimoine hors norme,OEHC,OEHC,OEHC,C,N,C,C,5,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00104011,2021-08-31,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00105581,2021-10-04,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,10,2021
02B,02B001960,2B261,ROGLIANO,,,,02B00105582,2021-11-22,07h30,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Antimoine hors norme,OEHC,OEHC,OEHC,C,N,C,C,11,2021
02B,02B001972,2B313,SAN-NICOLAO,02B001969,RESERVOIR REGINCA,100 %,02B00103060,2021-03-25,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN NICOLAO,MAIRIE DE SAN NICOLAO,MAIRIE DE SAN NICOLAO,C,C,C,C,3,2021
02B,02B001972,2B313,SAN-NICOLAO,,,,02B00103062,2021-01-28,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAN NICOLAO,MAIRIE DE SAN NICOLAO,MAIRIE DE SAN NICOLAO,C,C,C,C,1,2021
